scorer,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,single,single,single,single,single,single
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,TopLeftCornerOfBox,TopLeftCornerOfBox,TopLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
121,,,0.0,304.264,888.198,1.0,232.331,851.083,1.0,242.533,904.278,1.0,220.592,987.923,1.0,1299.548,1250.007,1.0,1226.806,1216.146,1.0,1275.029,1169.36,1.0,1223.67,1155.574,1.0,1134.484,1140.235,1.0,203.585,188.309,1.0,201.166,1318.329,1.0
122,,,0.0,296.888,896.121,1.0,224.296,864.578,1.0,244.359,905.052,1.0,226.058,986.765,1.0,1292.898,1262.37,1.0,1217.456,1216.653,1.0,1266.49,1172.348,0.9980000257492065,1226.446,1177.033,1.0,1133.613,1138.077,1.0,203.856,188.175,1.0,202.392,1317.337,1.0
123,,,0.0,289.781,903.701,1.0,219.559,866.024,1.0,230.44,916.512,1.0,225.505,988.295,1.0,1278.448,1267.07,1.0,1211.755,1223.102,1.0,1266.028,1178.701,1.0,1227.695,1168.294,1.0,1133.509,1136.073,1.0,203.63,188.201,1.0,201.556,1319.375,1.0
124,,,0.0,282.651,909.425,1.0,216.073,881.707,1.0,230.894,919.477,1.0,225.709,987.304,1.0,1277.907,1276.943,1.0,1206.554,1225.891,1.0,1265.918,1188.814,1.0,1227.06,1171.629,1.0,1134.873,1136.441,1.0,203.771,188.493,1.0,201.235,1318.335,1.0
125,,,0.0,277.286,911.051,1.0,212.627,879.275,1.0,233.712,921.783,1.0,224.949,987.314,1.0,1272.802,1285.927,1.0,1206.885,1233.386,1.0,1269.223,1195.694,1.0,1228.326,1179.157,1.0,1135.683,1135.128,1.0,203.947,188.121,1.0,201.307,1317.815,1.0
126,,,0.0,278.385,904.637,1.0,213.289,880.725,1.0,233.785,919.617,1.0,224.804,986.472,1.0,1275.079,1295.883,1.0,1212.866,1239.906,1.0,1278.3,1214.848,1.0,1227.879,1193.3,1.0,1139.109,1137.193,1.0,203.495,187.954,1.0,201.9,1318.42,1.0
127,,,0.0,283.491,902.562,1.0,215.442,877.322,1.0,230.393,916.857,1.0,225.03,986.347,1.0,1267.145,1300.549,1.0,1208.761,1246.415,1.0,1277.877,1211.517,1.0,1228.716,1189.506,1.0,1139.38,1136.826,1.0,203.866,188.576,1.0,201.774,1318.813,1.0
128,,,0.0,286.373,899.455,1.0,215.712,875.892,1.0,232.945,913.939,1.0,224.811,986.533,1.0,1260.948,1311.195,1.0,1207.934,1244.376,1.0,1278.091,1230.294,1.0,1224.601,1189.149,1.0,1139.896,1135.406,1.0,204.01,188.528,1.0,201.333,1318.649,1.0
129,,,0.0,289.044,901.165,1.0,218.634,874.23,1.0,235.125,907.219,1.0,225.183,988.036,1.0,1244.543,1314.345,1.0,1203.187,1248.769,1.0,1280.174,1229.479,1.0,1225.962,1191.008,1.0,1140.962,1134.277,1.0,204.129,188.392,1.0,200.807,1322.525,1.0
130,,,0.0,287.636,905.102,1.0,216.652,876.243,1.0,232.698,913.538,1.0,225.435,986.814,1.0,1242.473,1326.082,1.0,1198.156,1251.775,1.0,1274.048,1245.493,1.0,1224.615,1203.375,1.0,1142.357,1132.586,1.0,204.121,188.767,1.0,201.86,1318.786,1.0
131,,,0.0,287.182,908.684,1.0,215.864,879.233,1.0,235.038,916.707,1.0,225.015,987.22,1.0,1231.282,1327.396,1.0,1187.629,1254.339,1.0,1265.201,1246.238,1.0,1221.165,1203.997,1.0,1144.61,1133.143,1.0,203.317,188.339,1.0,201.33,1319.165,1.0
132,,,0.0,287.48,909.013,1.0,216.333,879.213,1.0,233.434,916.488,1.0,225.029,987.432,1.0,1213.752,1330.493,1.0,1183.449,1254.367,1.0,1260.398,1249.908,1.0,1220.438,1204.076,1.0,1150.775,1123.121,1.0,204.063,188.146,1.0,201.934,1318.634,1.0
133,,,0.0,284.911,906.387,1.0,216.907,877.386,1.0,234.51,915.792,1.0,224.875,987.395,1.0,1206.838,1335.086,1.0,1173.911,1255.411,1.0,1249.164,1248.778,1.0,1221.36,1209.757,1.0,1152.898,1120.217,1.0,204.198,188.226,1.0,201.661,1318.333,1.0
134,,,0.0,289.239,901.753,1.0,218.992,865.105,1.0,230.234,916.368,1.0,220.096,993.814,1.0,1198.744,1330.296,1.0,1172.046,1249.892,1.0,1244.868,1248.167,1.0,1223.412,1210.573,0.996999979019165,1160.608,1119.834,1.0,203.621,187.829,1.0,202.438,1318.704,1.0
135,,,0.0,290.724,899.427,1.0,221.506,866.196,1.0,236.278,906.958,1.0,225.825,987.949,1.0,1194.522,1329.575,1.0,1171.354,1249.276,1.0,1247.272,1249.356,1.0,1223.654,1211.665,1.0,1165.098,1117.068,1.0,203.477,188.504,1.0,200.988,1318.84,1.0
136,,,0.0,291.558,897.064,1.0,221.509,866.672,1.0,238.877,908.157,1.0,225.654,987.776,1.0,1195.082,1330.744,1.0,1168.717,1246.606,1.0,1248.007,1249.971,1.0,1223.517,1209.897,1.0,1171.858,1118.488,1.0,203.79,188.582,1.0,201.951,1318.772,1.0
137,,,0.0,289.01,894.241,1.0,217.38,864.243,1.0,230.981,914.403,1.0,226.036,991.105,1.0,1194.505,1329.798,1.0,1163.827,1253.567,1.0,1234.089,1253.988,1.0,1219.209,1221.745,0.9990000128746033,1172.455,1117.933,1.0,203.947,188.565,1.0,201.326,1322.683,1.0
138,,,0.0,289.401,895.879,1.0,218.145,865.68,1.0,236.17,906.05,1.0,225.274,987.721,1.0,1194.813,1329.909,1.0,1161.191,1254.182,1.0,1230.304,1250.254,1.0,1221.014,1211.334,1.0,1172.519,1119.863,1.0,203.843,188.142,1.0,201.575,1318.137,1.0
139,,,0.0,287.433,898.222,1.0,215.194,874.092,1.0,234.304,906.885,1.0,225.058,987.391,1.0,1201.927,1325.221,0.9980000257492065,1161.088,1252.936,1.0,1234.077,1242.094,1.0,1217.455,1210.337,1.0,1167.661,1121.968,1.0,203.718,188.527,1.0,201.537,1318.648,1.0
140,,,0.0,287.364,899.9,1.0,216.076,873.367,1.0,229.995,914.461,1.0,224.779,987.425,1.0,,,0.0,1161.401,1250.04,1.0,1236.01,1234.894,1.0,1209.659,1209.723,1.0,1162.861,1122.596,1.0,204.577,188.991,1.0,201.783,1318.656,1.0
141,,,0.0,285.909,897.82,1.0,216.485,868.253,1.0,227.553,914.327,1.0,225.67,992.169,1.0,1224.946,1297.903,1.0,1165.386,1245.185,1.0,1235.7,1221.73,1.0,1203.401,1200.489,1.0,1158.526,1119.668,1.0,204.911,188.682,1.0,201.964,1317.467,1.0
142,,,0.0,288.084,895.568,1.0,215.721,865.059,1.0,234.374,905.247,1.0,225.224,988.744,1.0,1231.652,1294.328,0.9980000257492065,1167.772,1240.346,1.0,1237.911,1208.861,1.0,1202.186,1196.165,1.0,1149.95,1121.735,1.0,203.872,188.557,1.0,201.636,1318.471,1.0
143,,,0.0,288.478,893.853,1.0,218.292,864.603,1.0,237.526,903.206,1.0,225.394,987.768,1.0,1237.909,1283.099,1.0,1168.61,1235.027,1.0,1236.716,1200.16,1.0,1196.146,1193.586,1.0,1147.484,1120.363,1.0,203.933,188.196,1.0,201.582,1318.689,1.0
144,,,0.0,288.943,896.078,1.0,216.966,864.451,1.0,235.808,903.433,1.0,224.526,986.606,1.0,1247.25,1276.502,1.0,1171.83,1239.385,1.0,1233.501,1191.424,1.0,1191.951,1190.591,1.0,1136.967,1123.812,1.0,204.13,188.337,1.0,201.029,1318.258,1.0
145,,,0.0,287.757,892.674,1.0,219.808,867.653,1.0,233.378,902.376,1.0,224.781,987.056,1.0,1262.925,1267.457,1.0,1177.997,1241.646,1.0,1234.776,1179.679,1.0,1189.242,1189.557,1.0,1128.46,1121.244,1.0,204.332,188.045,1.0,200.934,1317.316,1.0
146,,,0.0,288.426,899.312,1.0,216.667,867.57,1.0,235.721,907.378,1.0,225.224,986.724,1.0,1272.62,1232.134,1.0,1193.795,1228.972,1.0,1230.456,1162.373,1.0,1188.059,1187.129,1.0,1118.012,1121.388,1.0,203.95,188.349,1.0,201.525,1318.327,1.0
147,,,0.0,288.537,901.883,1.0,215.741,867.836,1.0,231.041,914.912,1.0,225.693,989.989,1.0,1279.201,1203.429,1.0,1200.646,1220.713,1.0,1222.674,1153.165,1.0,1188.943,1175.423,0.9929999709129333,1117.899,1116.741,1.0,204.131,188.235,1.0,201.608,1318.961,1.0
148,,,0.0,288.966,904.49,1.0,216.43,868.748,1.0,231.131,915.572,1.0,225.79,990.82,1.0,1282.349,1188.818,1.0,1205.433,1212.508,1.0,1217.564,1143.65,1.0,1189.29,1162.686,1.0,1113.615,1117.759,1.0,203.756,188.215,1.0,201.298,1318.097,1.0
149,,,0.0,290.124,903.716,1.0,217.074,870.41,1.0,230.979,916.47,1.0,220.406,993.65,1.0,1281.585,1165.323,1.0,1211.812,1203.415,1.0,1214.199,1136.644,1.0,1176.736,1165.182,1.0,1111.725,1120.596,1.0,203.782,187.688,1.0,202.088,1317.551,1.0
150,,,0.0,293.575,898.154,1.0,218.119,864.577,1.0,231.145,915.297,1.0,225.708,990.944,1.0,1281.462,1144.667,1.0,1218.123,1184.205,1.0,1210.084,1116.671,1.0,1177.72,1160.972,0.9750000238418579,1107.85,1125.302,1.0,204.053,188.585,1.0,201.018,1317.956,1.0
151,,,0.0,294.361,894.708,1.0,219.636,863.932,1.0,236.074,908.124,1.0,226.021,989.785,1.0,1276.033,1139.951,1.0,1222.149,1179.31,1.0,1206.853,1115.072,1.0,1191.903,1146.946,0.9980000257492065,1100.326,1136.143,1.0,203.457,188.062,1.0,201.685,1318.405,1.0
152,,,0.0,293.355,894.575,1.0,218.231,863.634,1.0,233.275,913.152,1.0,225.825,990.32,1.0,1279.832,1136.884,1.0,1222.583,1165.823,1.0,1203.809,1100.7,1.0,1178.146,1144.456,1.0,1100.945,1137.702,1.0,204.273,188.765,1.0,201.309,1318.742,1.0
153,,,0.0,292.163,892.826,1.0,217.908,864.201,1.0,231.642,913.715,1.0,225.662,990.634,1.0,1273.945,1123.75,1.0,1216.859,1159.889,1.0,1191.236,1099.97,1.0,1177.591,1146.71,0.9399999976158142,1100.151,1141.656,1.0,204.133,188.224,1.0,201.541,1317.903,1.0
154,,,0.0,292.272,897.17,1.0,218.501,863.137,1.0,233.208,909.041,1.0,225.26,990.41,1.0,1267.388,1113.371,1.0,1221.534,1154.116,1.0,1190.702,1095.73,1.0,1177.378,1142.921,0.9990000128746033,1100.739,1142.902,1.0,203.824,188.442,1.0,201.713,1317.387,1.0
155,,,0.0,291.349,897.534,1.0,215.975,863.468,1.0,234.407,908.638,1.0,225.946,989.717,1.0,1267.082,1117.281,1.0,1223.319,1153.429,1.0,1199.027,1087.46,1.0,1177.569,1141.426,1.0,1096.298,1147.268,1.0,203.17,188.296,1.0,201.918,1318.93,1.0
156,,,0.0,288.293,896.77,1.0,217.546,865.979,1.0,231.078,916.215,1.0,225.919,989.374,1.0,1266.86,1114.677,1.0,1228.656,1153.352,1.0,1203.656,1086.876,1.0,1183.861,1136.896,1.0,1098.196,1142.23,1.0,204.146,188.371,1.0,201.718,1318.574,1.0
157,,,0.0,286.544,899.984,1.0,214.686,868.761,1.0,230.808,915.326,1.0,225.356,991.785,1.0,1266.757,1101.379,1.0,1236.335,1149.722,1.0,1196.705,1089.639,1.0,1188.712,1136.962,1.0,1096.193,1148.337,1.0,203.785,188.032,1.0,201.706,1318.297,1.0
158,,,0.0,287.068,902.454,1.0,214.719,874.118,1.0,229.337,914.833,1.0,226.109,988.197,1.0,1261.711,1093.925,1.0,1251.914,1145.614,1.0,1202.086,1086.239,1.0,1181.383,1144.17,1.0,1096.859,1151.767,1.0,204.016,188.571,1.0,201.925,1318.679,1.0
159,,,0.0,288.228,902.196,1.0,215.755,873.99,1.0,231.351,915.438,1.0,225.42,987.953,1.0,1258.173,1074.585,1.0,1256.975,1130.104,1.0,1203.596,1088.198,1.0,1188.895,1145.71,1.0,1097.619,1154.895,1.0,203.902,188.468,1.0,201.508,1318.359,1.0
160,,,0.0,285.615,900.823,1.0,215.112,867.992,1.0,229.949,915.836,1.0,226.061,991.127,1.0,1263.471,1068.999,1.0,1257.685,1120.129,1.0,1215.834,1072.428,1.0,1206.338,1133.143,1.0,1100.464,1151.943,1.0,203.62,188.855,1.0,200.941,1319.035,1.0
161,,,0.0,287.154,902.97,1.0,214.407,874.727,1.0,229.364,915.651,1.0,225.811,989.341,1.0,1267.046,1052.076,1.0,1271.867,1106.168,1.0,1213.375,1069.805,1.0,1204.492,1128.225,1.0,1104.975,1160.906,1.0,203.602,188.146,1.0,201.543,1317.451,1.0
162,,,0.0,289.172,903.332,1.0,216.144,874.604,1.0,236.981,905.429,1.0,225.575,988.303,1.0,1278.073,1027.652,1.0,1274.581,1089.556,1.0,1217.723,1054.118,1.0,1212.821,1123.71,1.0,1113.206,1167.043,1.0,203.64,188.25,1.0,201.596,1318.398,1.0
163,,,0.0,292.03,900.328,1.0,220.856,866.638,1.0,239.205,908.412,1.0,225.695,987.815,1.0,1290.47,1015.752,1.0,1284.412,1073.848,1.0,1229.967,1040.684,1.0,1219.086,1113.382,1.0,1124.59,1170.648,1.0,203.734,188.739,1.0,201.329,1318.745,1.0
164,,,0.0,293.61,897.591,1.0,219.156,864.549,1.0,232.923,914.524,1.0,225.734,990.991,1.0,1290.804,1006.491,1.0,1290.296,1061.336,1.0,1231.367,1019.373,1.0,1233.035,1087.238,1.0,1140.343,1167.898,1.0,203.621,187.86,1.0,201.026,1318.56,1.0
165,,,0.0,294.438,897.052,1.0,221.422,865.474,1.0,239.56,907.064,1.0,225.62,987.995,1.0,1297.209,1004.987,1.0,1295.998,1055.422,1.0,1234.303,1013.97,1.0,1222.966,1108.753,1.0,1148.307,1180.374,1.0,203.984,187.971,1.0,201.35,1317.987,1.0
166,,,0.0,291.51,898.159,1.0,223.356,865.129,1.0,241.1,906.778,1.0,225.86,988.554,1.0,1302.865,994.897,1.0,1301.501,1047.313,1.0,1242.586,1009.401,1.0,1231.154,1095.687,1.0,1161.815,1182.875,1.0,203.874,188.068,1.0,201.869,1318.355,1.0
167,,,0.0,293.859,897.453,1.0,225.215,864.023,1.0,243.444,905.622,1.0,225.36,987.78,1.0,1302.73,988.045,1.0,1301.532,1042.006,1.0,1251.27,995.629,1.0,1237.532,1092.669,1.0,1171.14,1180.572,1.0,203.688,187.663,1.0,201.37,1318.713,1.0
168,,,0.0,294.185,897.114,1.0,225.112,862.693,1.0,240.6,906.734,1.0,225.365,987.485,1.0,1312.634,977.555,1.0,1305.814,1030.864,1.0,1249.405,992.156,1.0,1238.735,1081.905,1.0,1183.213,1173.481,1.0,203.618,188.706,1.0,201.948,1318.31,1.0
169,,,0.0,294.054,897.006,1.0,225.075,863.546,1.0,242.893,905.812,1.0,225.538,988.286,1.0,1322.851,973.453,1.0,1307.336,1022.316,1.0,1259.687,975.384,1.0,1245.245,1079.856,1.0,1189.483,1169.653,1.0,203.594,188.383,1.0,201.226,1318.835,1.0
170,,,0.0,294.801,896.873,1.0,225.686,864.051,1.0,243.241,905.173,1.0,225.474,988.229,1.0,1327.256,971.283,1.0,1319.458,1014.142,1.0,1263.991,969.973,1.0,1256.402,1065.571,1.0,1202.644,1155.257,1.0,204.079,188.246,1.0,200.794,1319.371,1.0
171,,,0.0,294.015,897.865,1.0,220.247,863.896,1.0,237.35,908.114,1.0,225.954,990.124,1.0,1321.733,960.989,1.0,1321.639,1006.276,1.0,1261.577,959.681,1.0,1264.721,1031.789,1.0,1218.636,1146.098,1.0,203.885,188.038,1.0,201.856,1319.195,1.0
172,,,0.0,294.395,899.288,1.0,220.533,864.419,1.0,236.198,914.68,1.0,225.644,990.434,1.0,1317.025,959.272,0.996999979019165,1327.585,998.897,1.0,1265.036,955.246,1.0,1271.047,1031.525,1.0,1217.702,1137.334,1.0,203.171,187.711,1.0,201.457,1318.606,1.0
173,,,0.0,295.414,899.114,1.0,221.054,864.877,1.0,236.228,914.864,1.0,226.077,991.325,1.0,1317.758,957.908,1.0,1329.744,996.792,1.0,1269.093,960.283,1.0,1274.032,1029.968,1.0,1212.383,1136.323,1.0,204.093,188.809,1.0,200.938,1318.513,1.0
174,,,0.0,295.099,899.658,1.0,220.781,866.328,1.0,237.167,916.071,1.0,225.836,990.677,1.0,1317.297,947.245,1.0,1329.101,995.529,1.0,1271.534,960.103,1.0,1269.7,1030.224,1.0,1207.937,1128.978,1.0,203.673,188.3,1.0,201.66,1318.043,1.0
175,,,0.0,295.937,900.899,1.0,220.371,866.841,1.0,237.387,916.833,1.0,225.941,990.866,1.0,1322.869,946.488,1.0,1328.986,997.731,1.0,1276.084,955.618,1.0,1267.149,1019.643,1.0,1200.285,1121.096,1.0,204.121,189.045,1.0,201.904,1318.838,1.0
176,,,0.0,296.028,899.404,1.0,220.818,865.779,1.0,237.401,916.607,1.0,225.325,990.675,1.0,1325.798,951.171,1.0,1329.095,996.448,1.0,1280.741,945.475,1.0,1268.128,1014.661,1.0,1193.384,1122.623,1.0,204.467,188.207,1.0,201.603,1318.924,1.0
177,,,0.0,298.194,898.095,1.0,223.632,865.539,1.0,235.856,917.177,1.0,225.295,991.099,1.0,1336.206,948.026,1.0,1329.053,995.18,1.0,1282.894,943.731,1.0,1266.88,1017.607,1.0,1194.044,1122.419,1.0,204.044,188.343,1.0,201.539,1318.349,1.0
178,,,0.0,299.085,896.811,1.0,225.948,866.451,1.0,243.884,908.18,1.0,226.52,989.123,1.0,1336.941,947.002,1.0,1328.016,991.909,1.0,1280.696,943.116,1.0,1256.364,1031.233,1.0,1194.349,1122.426,1.0,204.089,188.084,1.0,201.657,1318.237,1.0
179,,,0.0,302.575,896.132,1.0,221.729,863.242,1.0,245.719,904.633,1.0,226.003,988.444,1.0,1335.653,945.824,1.0,1328.197,992.591,1.0,1279.743,941.898,1.0,1257.397,1029.815,1.0,1198.099,1120.232,1.0,203.677,188.537,1.0,201.193,1318.984,1.0
180,,,0.0,304.319,893.37,1.0,224.916,859.487,1.0,242.348,908.321,1.0,225.825,987.903,1.0,1338.895,942.046,1.0,1324.401,994.377,1.0,1270.034,948.915,1.0,1258.386,1028.235,1.0,1200.124,1121.543,1.0,203.989,187.915,1.0,201.028,1318.956,1.0
181,,,0.0,304.789,893.454,1.0,224.759,858.79,1.0,246.875,904.882,1.0,225.543,988.449,1.0,1341.618,944.859,1.0,1320.055,991.932,1.0,1265.303,946.597,1.0,1258.967,1025.948,1.0,1199.68,1120.777,1.0,203.969,188.437,1.0,201.47,1318.1,1.0
182,,,0.0,298.997,896.087,1.0,225.4,862.905,1.0,246.004,903.271,1.0,225.341,987.893,1.0,1342.374,944.88,1.0,1318.312,993.57,1.0,1264.114,948.373,1.0,1258.271,1025.412,1.0,1200.655,1120.805,1.0,203.724,188.098,1.0,201.728,1318.461,1.0
183,,,0.0,294.909,898.685,1.0,222.762,865.214,1.0,243.152,908.658,1.0,224.682,987.419,1.0,1343.729,943.453,1.0,1317.077,997.501,1.0,1259.881,948.141,1.0,1256.017,1027.879,1.0,1200.202,1120.409,1.0,203.656,188.117,1.0,201.31,1317.853,1.0
184,,,0.0,295.675,898.775,1.0,223.392,865.686,1.0,243.336,908.222,1.0,224.931,987.446,1.0,1344.32,937.99,1.0,1316.888,1000.881,1.0,1268.275,944.717,1.0,1256.153,1034.975,1.0,1200.35,1119.356,1.0,203.799,188.554,1.0,201.413,1318.494,1.0
185,,,0.0,297.242,897.205,1.0,225.556,864.989,1.0,244.345,906.121,1.0,225.165,988.087,1.0,1344.533,934.793,1.0,1315.16,997.355,1.0,1259.49,940.221,1.0,1257.633,1030.316,1.0,1204.862,1121.872,1.0,204.467,188.684,1.0,202.022,1318.002,1.0
186,,,0.0,299.153,896.994,1.0,223.297,863.049,1.0,247.541,904.791,1.0,225.49,987.978,1.0,1342.067,923.242,1.0,1317.875,989.457,1.0,1261.838,943.817,1.0,1255.872,1027.78,1.0,1206.609,1117.719,1.0,203.596,188.418,1.0,201.666,1318.712,1.0
187,,,0.0,298.663,897.037,1.0,221.433,866.027,1.0,246.651,906.273,1.0,225.633,988.629,1.0,1336.541,911.271,1.0,1321.465,979.645,1.0,1262.482,929.301,1.0,1261.338,1014.714,1.0,1210.3,1116.989,1.0,203.615,188.674,1.0,202.311,1318.75,1.0
188,,,0.0,295.907,898.836,1.0,223.844,865.61,1.0,244.758,906.398,1.0,225.682,988.152,1.0,1327.012,897.643,1.0,1317.416,974.554,1.0,1252.983,931.062,1.0,1266.112,1016.981,1.0,1216.353,1106.186,1.0,204.042,188.682,1.0,201.374,1318.575,1.0
189,,,0.0,294.377,899.395,1.0,223.443,865.266,1.0,240.79,909.506,1.0,225.244,989.198,1.0,1326.65,891.214,1.0,1319.277,964.941,1.0,1249.717,925.245,1.0,1267.643,1006.586,1.0,1227.33,1103.296,1.0,203.913,188.942,1.0,201.394,1317.946,1.0
190,,,0.0,296.629,897.011,1.0,225.136,863.937,1.0,242.806,906.112,1.0,225.582,988.212,1.0,1314.026,879.389,1.0,1315.049,952.774,1.0,1246.894,917.306,1.0,1272.357,1001.74,1.0,1236.897,1098.571,1.0,203.337,188.233,1.0,201.309,1318.507,1.0
191,,,0.0,301.961,895.431,1.0,223.964,859.874,1.0,245.94,904.083,1.0,225.176,986.805,1.0,1311.551,870.851,1.0,1314.371,950.359,1.0,1246.596,910.489,1.0,1273.93,994.566,1.0,1245.021,1090.909,1.0,204.064,188.956,1.0,201.425,1318.607,1.0
192,,,0.0,301.991,896.119,1.0,224.199,859.495,1.0,245.958,903.621,1.0,225.525,987.823,1.0,1305.138,863.734,1.0,1306.454,941.607,1.0,1241.716,909.23,1.0,1271.282,986.548,1.0,1252.457,1086.918,1.0,203.767,188.029,1.0,201.663,1318.89,1.0
193,,,0.0,298.752,896.958,1.0,225.416,864.35,1.0,246.27,904.084,1.0,225.294,988.94,1.0,1296.721,861.378,1.0,1303.323,931.943,1.0,1238.331,909.462,1.0,1269.982,983.614,1.0,1245.689,1076.798,1.0,204.195,188.211,1.0,201.805,1318.004,1.0
194,,,0.0,296.621,896.266,1.0,224.665,864.883,1.0,243.667,905.544,1.0,225.236,988.786,1.0,1293.724,861.016,1.0,1303.106,933.344,1.0,1228.384,913.202,1.0,1273.782,975.14,1.0,1239.375,1075.117,1.0,203.783,188.408,1.0,201.615,1318.505,1.0
195,,,0.0,298.007,894.698,1.0,222.71,862.083,1.0,240.389,910.311,1.0,226.23,990.493,1.0,1292.267,861.467,1.0,1288.165,934.569,1.0,1227.133,908.318,1.0,1254.424,966.766,1.0,1230.35,1069.938,1.0,203.727,188.184,1.0,201.424,1318.741,1.0
196,,,0.0,301.549,892.177,1.0,223.293,861.675,1.0,242.014,909.027,1.0,225.636,989.49,1.0,1281.145,858.568,1.0,1290.285,931.197,1.0,1220.956,914.575,1.0,1254.871,962.78,1.0,1227.939,1070.175,1.0,204.381,188.729,1.0,201.544,1318.897,1.0
197,,,0.0,301.722,891.943,1.0,224.465,864.006,1.0,242.282,908.362,1.0,226.172,989.761,1.0,1278.214,855.735,1.0,1285.602,928.287,1.0,1218.035,912.243,1.0,1250.829,960.71,1.0,1229.861,1069.894,1.0,204.264,188.555,1.0,201.173,1318.708,1.0
198,,,0.0,300.468,893.712,1.0,224.242,862.107,1.0,241.982,909.829,1.0,226.835,989.041,1.0,1277.431,859.434,1.0,1282.182,928.256,1.0,1212.189,906.897,1.0,1247.369,959.464,1.0,1235.305,1069.447,1.0,203.392,188.228,1.0,202.061,1318.292,1.0
199,,,0.0,298.601,895.54,1.0,224.068,862.581,1.0,242.164,909.042,1.0,226.347,989.611,1.0,1265.504,865.804,1.0,1281.708,926.615,1.0,1219.475,913.643,1.0,1249.812,967.235,1.0,1240.34,1071.657,1.0,203.716,188.637,1.0,202.168,1318.774,1.0
200,,,0.0,301.502,896.436,1.0,225.103,860.552,1.0,248.896,902.348,1.0,226.244,988.965,1.0,1261.343,876.91,1.0,1287.274,926.06,1.0,1214.571,924.284,1.0,1253.762,986.708,1.0,1245.592,1073.539,1.0,203.853,188.528,1.0,201.718,1318.377,1.0
201,,,0.0,302.058,892.645,1.0,224.03,863.63,1.0,242.441,908.09,1.0,226.358,990.239,1.0,1253.587,878.364,1.0,1289.062,931.325,1.0,1216.775,938.398,1.0,1256.194,982.993,1.0,1254.04,1071.805,1.0,204.394,188.452,1.0,201.794,1318.597,1.0
202,,,0.0,303.045,892.269,1.0,223.927,863.673,1.0,242.804,907.918,1.0,226.509,989.123,1.0,1243.798,884.8,1.0,1289.701,932.034,1.0,1214.411,942.181,1.0,1259.155,986.153,1.0,1259.675,1072.336,1.0,204.048,188.566,1.0,201.677,1318.704,1.0
