scorer,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,single,single,single,single,single,single
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,TopLeftCornerOfBox,TopLeftCornerOfBox,TopLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
458,336.263,571.634,1.0,271.153,582.487,1.0,264.083,510.781,1.0,230.719,564.406,1.0,216.971,689.844,1.0,595.206,903.187,1.0,521.572,905.535,1.0,554.18,848.23,1.0,485.922,838.963,1.0,355.91,797.181,1.0,203.552,188.245,1.0,201.666,1318.094,1.0
459,342.076,581.758,1.0,273.412,580.671,1.0,273.562,509.296,1.0,233.223,572.984,0.9990000128746033,218.334,687.763,1.0,624.676,927.845,1.0,549.798,927.949,1.0,575.618,864.876,1.0,508.525,858.717,1.0,379.941,813.611,1.0,204.174,188.185,1.0,201.793,1318.927,1.0
460,346.5,591.902,1.0,276.261,584.469,1.0,287.864,506.573,1.0,248.847,561.02,1.0,218.952,685.642,1.0,653.06,943.44,1.0,581.1,944.367,1.0,612.926,881.364,1.0,537.285,882.18,1.0,408.065,830.28,1.0,203.716,188.656,1.0,201.661,1318.432,1.0
461,348.757,596.703,1.0,275.18,591.761,1.0,296.599,518.048,1.0,248.401,562.237,1.0,219.352,683.853,1.0,686.062,961.337,1.0,611.523,968.907,1.0,637.148,908.265,1.0,565.676,903.361,1.0,437.554,847.978,1.0,203.854,188.432,1.0,201.519,1318.136,1.0
462,354.316,608.902,1.0,280.179,602.587,1.0,304.924,530.109,1.0,247.05,563.546,1.0,217.606,677.249,1.0,714.39,979.196,1.0,643.276,991.213,1.0,670.456,929.047,1.0,592.16,927.757,1.0,470.548,877.978,1.0,203.617,188.081,1.0,201.537,1317.922,1.0
463,363.058,616.545,1.0,284.075,609.335,1.0,311.758,535.123,1.0,256.848,564.033,1.0,208.406,672.148,1.0,743.985,1005.609,1.0,667.356,1008.439,1.0,702.723,943.406,1.0,624.359,944.273,1.0,490.695,914.236,1.0,203.47,188.279,1.0,202.661,1317.37,1.0
464,365.294,625.244,1.0,289.21,612.431,1.0,319.663,544.984,1.0,266.625,567.082,1.0,212.478,670.725,1.0,766.929,1022.942,1.0,695.468,1030.303,1.0,717.847,968.362,1.0,648.873,964.241,1.0,520.999,942.491,1.0,203.653,188.26,1.0,202.235,1318.71,1.0
465,368.427,627.669,1.0,289.686,615.686,1.0,321.502,539.822,1.0,263.404,565.242,1.0,212.401,672.606,1.0,800.284,1041.283,1.0,727.982,1053.228,1.0,753.029,989.978,1.0,678.633,989.796,1.0,550.214,959.232,1.0,203.55,187.946,1.0,201.918,1318.331,1.0
466,374.06,632.805,1.0,291.54,623.672,1.0,334.824,545.068,1.0,272.098,572.152,1.0,211.821,665.841,1.0,832.169,1061.791,1.0,755.431,1068.451,1.0,782.91,1010.289,1.0,715.127,1011.51,1.0,581.629,975.245,1.0,204.164,188.981,1.0,201.875,1318.174,1.0
467,380.185,640.351,1.0,299.899,631.69,1.0,338.584,563.015,1.0,279.127,574.866,1.0,210.985,658.407,1.0,863.041,1084.157,1.0,793.162,1088.884,1.0,812.964,1022.566,1.0,741.822,1034.728,1.0,616.171,992.652,1.0,203.76,188.244,1.0,201.947,1318.485,1.0
468,379.876,643.367,1.0,303.274,637.799,1.0,339.252,561.886,1.0,281.248,575.74,1.0,202.429,650.019,1.0,895.846,1106.426,1.0,826.349,1110.941,1.0,849.765,1049.871,1.0,785.017,1047.756,1.0,650.242,1010.968,1.0,203.76,188.196,1.0,201.196,1318.623,1.0
469,383.805,645.192,1.0,303.957,640.135,1.0,343.022,564.634,1.0,280.839,578.048,1.0,202.733,627.998,1.0,925.089,1135.09,1.0,854.973,1136.651,1.0,883.423,1075.54,1.0,821.977,1068.975,1.0,681.754,1037.28,1.0,203.411,188.24,1.0,201.772,1318.51,1.0
470,385.116,647.383,1.0,306.861,636.608,1.0,353.236,558.621,1.0,282.415,566.723,1.0,202.413,622.086,1.0,954.036,1155.302,1.0,887.904,1158.217,1.0,914.306,1100.857,1.0,852.338,1094.947,1.0,717.168,1058.132,1.0,203.368,188.061,1.0,200.994,1318.362,1.0
471,391.735,649.058,1.0,309.64,630.371,1.0,351.977,559.147,1.0,283.215,564.912,1.0,205.359,611.537,1.0,989.2,1179.927,1.0,917.206,1180.464,1.0,938.268,1118.166,1.0,879.062,1117.165,1.0,746.731,1087.353,1.0,203.425,188.36,1.0,201.75,1318.943,1.0
472,401.175,652.817,1.0,319.906,631.089,1.0,367.592,559.673,1.0,293.362,567.957,1.0,209.546,608.148,1.0,1016.758,1191.969,1.0,948.78,1196.251,1.0,978.984,1130.876,1.0,909.669,1138.964,1.0,781.045,1090.796,1.0,203.846,188.352,1.0,201.2,1318.207,1.0
473,409.675,654.714,1.0,325.372,639.767,1.0,368.737,569.302,1.0,301.254,565.482,1.0,213.688,606.819,1.0,1033.578,1202.629,1.0,971.082,1212.077,1.0,994.685,1152.7,1.0,934.466,1151.559,1.0,803.822,1105.58,1.0,203.696,188.258,1.0,201.814,1318.575,1.0
474,414.442,660.792,1.0,336.586,639.814,1.0,374.688,574.307,1.0,309.521,573.843,1.0,214.838,609.146,1.0,1053.477,1229.059,1.0,987.558,1230.548,1.0,1013.699,1168.696,1.0,949.516,1172.875,1.0,826.344,1117.515,1.0,203.639,188.16,1.0,201.769,1317.591,1.0
475,418.218,665.923,1.0,342.37,646.358,1.0,388.846,571.834,1.0,324.34,592.965,1.0,221.52,611.49,1.0,1064.917,1251.093,1.0,998.972,1247.941,1.0,1038.604,1197.096,1.0,976.89,1181.341,1.0,846.077,1132.839,1.0,203.9,188.258,1.0,201.656,1319.012,1.0
476,423.864,670.462,1.0,341.268,657.284,1.0,385.646,587.598,1.0,313.516,603.116,1.0,226.484,616.34,1.0,1072.672,1275.831,1.0,1018.166,1260.838,1.0,1055.327,1212.77,1.0,990.794,1200.096,1.0,865.644,1149.194,1.0,204.291,188.28,1.0,201.684,1318.442,1.0
477,422.38,680.619,1.0,341.869,662.782,1.0,385.56,588.841,1.0,309.226,619.574,1.0,222.245,616.252,1.0,1085.497,1291.987,1.0,1023.07,1276.286,1.0,1066.985,1231.128,1.0,1005.597,1207.874,1.0,882.169,1164.317,1.0,204.341,188.71,1.0,201.95,1318.21,1.0
478,414.93,691.044,1.0,334.461,664.54,1.0,387.398,593.514,1.0,310.918,620.9,1.0,221.161,609.636,1.0,1098.629,1293.888,1.0,1034.8,1283.778,1.0,1070.241,1232.251,1.0,1013.935,1225.425,1.0,894.412,1171.525,1.0,204.043,188.589,1.0,201.974,1317.667,1.0
479,415.136,700.591,1.0,330.513,669.774,1.0,384.858,611.182,1.0,311.428,613.076,1.0,224.766,613.835,1.0,1101.573,1298.931,1.0,1039.137,1287.917,1.0,1086.991,1233.455,1.0,1014.854,1226.424,1.0,899.994,1177.655,1.0,203.477,187.925,1.0,201.57,1318.446,1.0
480,403.739,703.766,1.0,327.432,674.53,1.0,386.309,606.988,1.0,320.992,609.685,1.0,226.08,610.728,1.0,1103.674,1296.694,1.0,1048.066,1284.144,1.0,1088.073,1229.225,1.0,1016.088,1235.411,1.0,902.466,1181.828,1.0,203.905,188.401,1.0,201.304,1318.359,1.0
481,395.59,707.135,1.0,323.667,678.254,1.0,380.694,619.558,1.0,312.665,607.048,1.0,219.659,608.569,1.0,1112.655,1281.401,1.0,1050.294,1282.95,1.0,1083.822,1230.086,1.0,1019.116,1222.417,1.0,905.834,1181.601,1.0,203.695,188.163,1.0,201.298,1318.034,1.0
482,382.214,713.214,1.0,313.917,680.592,1.0,369.593,622.94,1.0,309.403,607.198,1.0,218.168,608.568,1.0,1117.643,1266.266,1.0,1054.824,1277.99,1.0,1076.076,1215.66,1.0,1015.74,1226.951,1.0,905.301,1183.763,1.0,203.523,187.982,1.0,201.986,1317.819,1.0
483,382.146,719.013,1.0,305.805,678.282,1.0,369.881,625.034,1.0,306.081,607.861,1.0,216.273,608.595,1.0,1121.118,1262.993,1.0,1057.147,1271.948,1.0,1077.171,1210.432,1.0,1026.23,1223.49,1.0,907.09,1183.303,1.0,204.539,188.732,1.0,201.851,1318.721,1.0
484,353.881,720.827,1.0,294.079,674.885,1.0,363.561,635.999,1.0,300.149,601.611,1.0,215.145,605.707,1.0,1122.684,1250.769,1.0,1063.974,1271.158,1.0,1077.024,1207.769,1.0,1028.533,1224.842,1.0,909.613,1188.491,1.0,204.118,188.457,1.0,201.505,1318.479,1.0
485,348.84,723.959,1.0,283.026,676.962,1.0,357.495,639.816,1.0,297.814,610.757,0.9990000128746033,214.785,604.577,1.0,1125.576,1237.702,1.0,1072.42,1262.838,1.0,1075.955,1198.764,1.0,1031.193,1224.443,1.0,907.488,1201.139,1.0,203.801,188.122,1.0,201.284,1318.246,1.0
486,334.75,735.08,1.0,278.099,674.924,1.0,354.545,648.0,1.0,298.866,600.997,0.9980000257492065,213.382,599.97,1.0,1132.565,1216.502,1.0,1087.353,1255.982,1.0,1076.933,1194.195,1.0,1039.91,1225.443,1.0,914.473,1200.032,1.0,203.588,188.06,1.0,202.049,1318.326,1.0
487,317.171,745.876,1.0,270.347,679.65,1.0,355.692,652.691,1.0,288.42,629.75,1.0,213.715,599.719,1.0,1135.014,1197.209,1.0,1099.169,1246.39,1.0,1084.98,1180.215,1.0,1049.073,1221.62,1.0,922.07,1212.142,1.0,204.038,188.438,1.0,201.028,1318.601,1.0
488,318.895,751.566,1.0,263.262,686.649,1.0,344.989,670.024,1.0,288.581,633.04,1.0,213.115,597.705,1.0,1143.624,1184.857,1.0,1111.385,1239.595,1.0,1090.797,1178.397,1.0,1050.606,1221.531,1.0,930.413,1215.768,1.0,204.163,188.342,1.0,201.071,1318.231,1.0
489,322.87,750.515,1.0,263.402,685.38,1.0,344.534,675.32,1.0,285.93,635.104,1.0,213.457,596.034,1.0,1151.321,1184.457,1.0,1124.82,1232.2,1.0,1103.219,1167.153,1.0,1063.676,1212.386,1.0,941.704,1218.165,1.0,204.413,188.267,1.0,199.672,1322.355,1.0
490,323.316,751.799,1.0,255.488,690.09,1.0,338.749,685.0,1.0,293.034,633.546,0.9890000224113464,210.962,595.531,0.7990000247955322,1164.072,1183.415,1.0,1133.381,1231.474,1.0,1104.624,1168.709,1.0,1074.003,1212.838,1.0,947.637,1232.349,1.0,203.568,188.183,1.0,201.353,1318.374,1.0
491,321.817,758.894,1.0,255.611,695.27,1.0,334.752,687.686,1.0,283.888,644.983,1.0,220.875,579.378,0.9580000042915344,1171.195,1177.856,1.0,1139.749,1229.321,1.0,1119.471,1163.019,1.0,1080.203,1209.8,1.0,961.24,1244.963,1.0,203.586,188.153,1.0,201.913,1318.649,1.0
492,320.134,765.736,1.0,253.474,695.062,1.0,332.925,693.833,1.0,297.961,649.98,1.0,228.558,579.162,0.8759999871253967,1183.734,1181.09,1.0,1154.301,1230.456,1.0,1123.694,1172.895,1.0,1092.388,1225.169,1.0,975.663,1254.947,1.0,203.677,187.964,1.0,201.571,1318.515,1.0
493,321.708,767.205,1.0,254.688,698.008,1.0,337.274,695.454,1.0,304.129,648.128,1.0,245.566,567.008,1.0,1185.973,1181.681,1.0,1164.365,1231.767,1.0,1141.007,1169.943,1.0,1108.785,1225.17,1.0,985.287,1265.542,1.0,203.81,187.6,1.0,199.515,1322.968,1.0
494,325.597,770.517,1.0,257.058,706.954,1.0,342.206,705.343,1.0,304.561,652.42,1.0,251.835,561.028,1.0,1202.478,1179.101,1.0,1176.358,1231.59,1.0,1154.367,1169.52,1.0,1121.102,1225.628,1.0,993.769,1268.473,1.0,203.932,188.049,1.0,201.879,1318.035,1.0
495,335.72,783.543,1.0,260.94,714.033,1.0,349.143,707.145,1.0,312.609,660.058,1.0,258.916,569.273,1.0,1217.061,1176.285,1.0,1187.754,1229.748,1.0,1164.835,1167.673,1.0,1127.723,1223.991,1.0,1008.616,1266.321,1.0,204.017,188.611,1.0,201.856,1317.876,1.0
496,335.876,790.675,1.0,268.157,727.451,1.0,350.412,721.125,1.0,310.857,664.188,1.0,262.086,575.847,1.0,1234.47,1175.673,1.0,1199.772,1226.575,1.0,1177.222,1163.318,1.0,1143.031,1217.448,1.0,1021.422,1265.464,1.0,203.943,189.134,1.0,202.146,1317.223,1.0
497,339.993,799.769,1.0,271.678,743.408,1.0,353.415,727.701,1.0,313.866,680.284,1.0,262.48,585.749,1.0,1253.095,1175.632,1.0,1216.399,1224.95,1.0,1196.775,1169.509,1.0,1158.391,1211.197,1.0,1034.2,1267.163,1.0,204.158,188.477,1.0,201.001,1317.652,1.0
498,333.894,815.543,1.0,269.024,754.083,1.0,353.513,733.607,1.0,312.301,689.349,1.0,264.144,595.177,1.0,1266.869,1176.498,1.0,1235.104,1224.705,1.0,1213.658,1170.523,1.0,1175.006,1207.802,1.0,1053.046,1262.866,1.0,203.358,188.473,1.0,201.284,1318.81,1.0
499,334.626,815.89,1.0,271.193,759.25,1.0,352.535,734.522,1.0,304.527,695.947,1.0,264.258,604.307,1.0,1280.849,1175.015,1.0,1253.209,1224.538,1.0,1227.414,1167.387,1.0,1189.643,1207.277,1.0,1067.998,1263.615,1.0,203.345,188.406,1.0,201.591,1318.395,1.0
500,334.436,816.397,1.0,269.024,763.238,1.0,349.873,739.364,1.0,304.685,693.911,1.0,266.998,604.816,1.0,1295.679,1179.982,1.0,1263.611,1222.353,1.0,1240.01,1158.546,1.0,1195.714,1207.494,1.0,1081.604,1265.391,1.0,203.594,188.466,1.0,201.369,1318.228,1.0
501,331.251,819.166,1.0,266.073,764.855,1.0,357.087,738.527,1.0,303.317,696.974,1.0,276.303,601.58,1.0,1295.879,1175.53,1.0,1270.608,1219.114,1.0,1252.525,1151.07,1.0,1206.479,1194.031,1.0,1099.114,1266.405,1.0,203.882,188.812,1.0,201.485,1317.613,1.0
502,328.607,821.873,1.0,261.76,770.719,1.0,345.949,738.802,1.0,294.405,711.305,1.0,279.073,602.006,1.0,1296.233,1165.424,1.0,1276.082,1216.414,1.0,1247.593,1146.836,1.0,1208.039,1205.183,1.0,1108.828,1272.431,1.0,204.088,188.537,1.0,201.788,1317.974,1.0
503,321.632,823.795,1.0,258.84,770.842,1.0,338.189,742.065,1.0,296.499,708.39,1.0,282.176,605.173,1.0,1287.34,1151.082,1.0,1279.608,1207.606,1.0,1235.112,1147.491,1.0,1211.284,1207.016,1.0,1115.515,1281.704,1.0,203.65,188.141,1.0,201.876,1318.472,1.0
504,320.355,826.435,1.0,254.072,773.968,1.0,338.09,737.514,1.0,290.322,708.951,1.0,290.644,606.117,1.0,1281.933,1146.671,1.0,1272.522,1201.639,1.0,1227.059,1153.343,1.0,1212.971,1210.31,1.0,1120.401,1283.426,1.0,203.753,188.252,1.0,201.353,1318.12,1.0
505,306.179,823.745,1.0,245.369,773.639,1.0,333.393,738.532,1.0,286.007,713.977,1.0,292.196,608.296,1.0,1274.871,1139.624,1.0,1270.222,1202.439,1.0,1217.092,1146.572,1.0,1212.374,1210.695,1.0,1123.251,1288.653,1.0,204.07,188.501,1.0,201.65,1317.69,1.0
506,303.729,823.629,1.0,246.756,765.925,1.0,330.266,737.56,1.0,281.638,712.426,1.0,291.507,606.676,1.0,1267.879,1133.41,1.0,1264.236,1193.228,1.0,1209.954,1153.267,1.0,1208.15,1209.549,1.0,1125.488,1291.157,1.0,203.928,187.762,1.0,201.983,1318.429,1.0
507,300.726,820.466,1.0,240.983,765.634,1.0,329.701,738.659,1.0,279.33,711.517,1.0,290.648,605.34,1.0,1246.866,1121.675,1.0,1263.138,1183.042,1.0,1196.262,1147.74,1.0,1207.268,1207.347,1.0,1128.921,1292.434,1.0,203.819,187.918,1.0,201.589,1318.888,1.0
508,299.786,815.004,1.0,239.632,758.86,1.0,327.51,737.165,1.0,282.826,697.472,1.0,290.557,604.854,1.0,1231.871,1108.138,1.0,1254.605,1168.909,1.0,1188.158,1150.529,1.0,1206.951,1203.808,1.0,1131.874,1292.786,1.0,203.406,188.728,1.0,201.419,1318.205,1.0
509,303.461,818.241,1.0,241.723,756.032,1.0,328.794,735.909,1.0,285.463,695.863,1.0,291.294,605.257,1.0,1221.107,1101.153,1.0,1251.718,1152.528,1.0,1181.122,1138.621,1.0,1210.917,1194.016,1.0,1138.618,1288.449,1.0,203.517,188.501,1.0,201.842,1317.006,1.0
510,297.912,813.925,1.0,241.782,752.495,1.0,327.939,737.322,1.0,286.756,694.891,1.0,295.077,605.477,1.0,1222.345,1089.178,1.0,1258.485,1135.251,1.0,1179.429,1126.076,1.0,1213.553,1184.775,1.0,1153.28,1286.159,1.0,204.005,188.053,1.0,201.635,1318.391,1.0
511,283.768,814.848,1.0,239.642,751.512,1.0,327.71,742.012,1.0,286.711,699.898,1.0,296.11,605.607,1.0,1229.334,1082.574,1.0,1254.719,1124.606,1.0,1184.189,1117.57,1.0,1224.034,1176.808,1.0,1166.047,1282.889,1.0,203.822,188.926,1.0,201.677,1318.607,1.0
512,272.789,822.515,1.0,237.777,747.406,1.0,324.538,751.117,1.0,287.275,703.19,1.0,296.14,606.852,1.0,1228.627,1071.576,1.0,1255.506,1113.692,1.0,1182.542,1101.321,1.0,1224.024,1156.472,1.0,1176.499,1279.851,1.0,204.052,188.392,1.0,200.913,1317.97,1.0
513,256.991,829.722,1.0,227.913,750.15,1.0,319.661,764.638,1.0,285.251,714.098,1.0,295.336,607.772,1.0,1224.684,1054.645,1.0,1254.746,1101.493,1.0,1183.614,1094.809,1.0,1223.65,1145.053,1.0,1183.933,1267.913,1.0,204.164,188.541,1.0,201.776,1317.724,1.0
514,249.983,834.364,1.0,225.496,755.426,1.0,307.874,771.895,1.0,280.181,710.641,1.0,296.579,607.44,1.0,1221.321,1045.455,1.0,1255.235,1090.002,1.0,1184.325,1087.403,1.0,1220.862,1142.387,1.0,1192.761,1263.72,1.0,203.779,188.131,1.0,202.233,1317.589,1.0
515,254.835,842.981,1.0,213.774,765.234,1.0,305.06,782.007,1.0,281.229,727.864,1.0,299.845,620.997,1.0,1216.813,1032.162,1.0,1256.21,1076.481,1.0,1181.377,1068.654,1.0,1225.828,1122.316,1.0,1198.584,1250.395,1.0,203.538,188.256,1.0,201.745,1318.335,1.0
516,255.028,850.59,1.0,211.542,777.209,1.0,297.946,802.19,1.0,277.924,735.271,1.0,304.124,626.598,1.0,1219.082,1021.982,1.0,1255.832,1067.385,1.0,1184.854,1062.59,1.0,1227.35,1113.41,1.0,1205.862,1242.724,1.0,203.914,188.474,1.0,201.639,1317.688,1.0
517,258.025,865.851,1.0,211.875,791.851,1.0,296.945,814.539,1.0,272.974,748.908,1.0,303.539,638.601,1.0,1224.865,1008.795,1.0,1257.232,1057.148,1.0,1185.45,1052.821,1.0,1224.436,1108.881,1.0,1220.861,1235.287,1.0,204.244,188.152,1.0,200.988,1322.636,1.0
518,258.681,878.76,1.0,214.268,803.388,1.0,302.096,818.727,1.0,274.532,761.563,1.0,297.514,659.337,1.0,1228.638,992.544,1.0,1262.424,1042.047,1.0,1187.725,1039.981,1.0,1227.482,1096.203,1.0,1228.923,1220.329,1.0,203.487,188.013,1.0,201.768,1317.341,1.0
519,257.946,890.777,1.0,214.572,816.248,1.0,299.175,830.36,1.0,272.666,772.948,1.0,292.627,671.525,1.0,1229.591,976.847,1.0,1264.701,1023.88,1.0,1191.998,1026.78,1.0,1233.985,1081.402,1.0,1246.089,1204.09,1.0,203.34,187.817,1.0,201.937,1318.513,1.0
520,264.91,901.995,1.0,213.858,825.524,1.0,295.377,844.56,1.0,271.798,776.135,1.0,286.495,674.343,1.0,1229.7,959.379,1.0,1266.442,1008.51,1.0,1193.582,1009.254,1.0,1244.044,1065.631,1.0,1252.231,1184.221,1.0,203.879,188.863,1.0,201.258,1318.096,1.0
521,267.536,913.252,1.0,215.337,833.339,1.0,296.068,850.381,1.0,266.53,794.683,1.0,283.082,685.53,1.0,1230.253,942.499,1.0,1272.052,988.125,1.0,1195.448,994.462,1.0,1239.362,1052.0,1.0,1249.196,1168.496,1.0,204.325,188.993,1.0,201.268,1318.368,1.0
522,265.108,918.274,1.0,213.482,843.725,1.0,298.932,851.694,1.0,264.929,790.187,1.0,280.103,691.691,1.0,1232.118,920.794,1.0,1269.396,974.642,1.0,1196.879,972.784,1.0,1241.417,1031.997,1.0,1248.691,1152.83,1.0,203.739,188.367,1.0,202.075,1317.74,1.0
523,264.655,928.511,1.0,215.009,855.755,1.0,297.382,866.438,1.0,262.458,810.442,1.0,276.794,698.089,1.0,1239.9,900.683,1.0,1273.483,955.576,1.0,1200.378,950.336,1.0,1244.954,1003.139,1.0,1249.142,1134.558,1.0,203.531,188.924,1.0,201.22,1317.42,1.0
524,273.442,947.012,1.0,215.847,871.744,1.0,299.054,877.697,1.0,262.472,825.15,1.0,273.483,706.825,1.0,1244.121,884.25,1.0,1279.19,936.159,1.0,1207.198,931.194,1.0,1245.683,988.687,1.0,1243.508,1119.793,1.0,203.799,188.948,1.0,200.864,1317.935,1.0
525,274.025,961.123,1.0,216.487,887.457,1.0,302.928,881.833,1.0,260.963,841.381,1.0,271.655,723.697,1.0,1249.438,865.365,1.0,1281.741,924.879,1.0,1211.54,911.679,1.0,1245.64,974.321,1.0,1251.54,1102.935,1.0,203.848,188.938,1.0,201.559,1317.524,1.0
526,254.62,976.574,1.0,216.982,903.615,1.0,302.345,899.646,1.0,260.756,855.942,1.0,273.867,740.202,1.0,1246.8,854.704,1.0,1284.848,911.902,1.0,1208.391,910.819,1.0,1248.74,960.687,1.0,1260.694,1089.813,1.0,203.594,188.116,1.0,201.826,1319.509,1.0
527,253.17,989.298,1.0,214.22,912.225,1.0,301.041,913.322,1.0,262.741,854.925,1.0,269.872,752.389,1.0,1250.273,848.119,1.0,1281.955,908.561,1.0,1210.31,896.013,1.0,1247.114,953.952,1.0,1269.952,1078.959,1.0,203.555,188.252,1.0,203.151,1320.175,1.0
528,244.14,995.021,1.0,210.977,922.398,1.0,297.533,925.636,1.0,260.223,871.343,1.0,264.408,768.564,1.0,1251.573,840.921,1.0,1287.903,903.681,1.0,1212.297,893.537,1.0,1255.651,951.07,1.0,1274.593,1074.353,1.0,203.843,188.344,1.0,200.93,1318.022,1.0
529,238.291,1008.023,1.0,210.349,933.831,1.0,290.287,938.753,1.0,263.929,882.152,1.0,261.066,774.333,1.0,1255.981,831.687,1.0,1287.164,897.25,1.0,1213.213,894.772,1.0,1253.522,964.12,1.0,1278.529,1063.252,1.0,204.683,188.868,1.0,200.641,1322.196,1.0
530,226.971,1019.391,1.0,200.853,945.136,1.0,290.556,945.491,1.0,253.565,885.751,1.0,256.041,782.201,1.0,1261.193,826.754,1.0,1292.399,892.444,1.0,1210.581,881.499,1.0,1256.654,933.212,1.0,1279.168,1057.936,1.0,204.124,188.119,1.0,202.437,1318.719,1.0
531,227.969,1030.064,1.0,201.812,950.665,1.0,287.831,958.979,1.0,248.77,908.12,1.0,249.152,800.878,1.0,1261.717,818.679,1.0,1293.891,881.167,1.0,1217.545,879.626,1.0,1259.288,934.399,1.0,1275.297,1057.451,1.0,203.241,188.08,1.0,201.796,1318.815,1.0
532,225.298,1032.631,1.0,194.884,956.167,1.0,286.037,959.076,1.0,244.957,905.721,1.0,247.962,802.137,1.0,1262.362,810.876,1.0,1297.199,873.205,1.0,1218.959,862.747,1.0,1261.165,923.81,1.0,1275.348,1047.758,1.0,203.788,188.546,1.0,201.7,1318.65,1.0
533,222.172,1032.668,1.0,197.528,953.221,1.0,283.075,957.474,1.0,252.192,903.047,1.0,247.663,803.181,1.0,1265.757,801.193,1.0,1297.961,862.403,1.0,1219.875,862.337,1.0,1261.728,937.228,1.0,1273.387,1041.252,1.0,203.788,188.24,1.0,201.148,1317.339,1.0
534,220.943,1029.746,1.0,195.061,949.048,1.0,282.432,957.326,1.0,241.202,903.732,1.0,245.496,804.285,1.0,1263.556,793.446,1.0,1296.154,859.406,1.0,1221.301,851.154,1.0,1262.817,903.141,1.0,1266.229,1037.268,1.0,204.031,188.323,1.0,201.772,1318.856,1.0
535,222.586,1026.027,1.0,194.752,943.294,1.0,279.385,954.432,1.0,242.542,900.343,1.0,245.057,801.737,1.0,1268.208,782.247,1.0,1297.261,851.066,1.0,1220.444,847.408,1.0,1259.096,901.445,1.0,1259.026,1026.579,1.0,203.768,188.029,1.0,202.159,1318.811,1.0
536,227.428,1021.465,1.0,198.423,939.121,1.0,283.94,940.622,1.0,251.344,889.665,1.0,245.969,801.254,1.0,1264.432,776.857,1.0,1296.338,843.241,1.0,1218.81,836.79,1.0,1257.631,907.047,1.0,1253.282,1017.8,1.0,203.506,188.094,1.0,201.346,1317.87,1.0
