coords,snout_x,snout_y,ID,centroid_x,centroid_y
1247,1005.104,818.895,mouse2,1128.123,791.481
1248,1004.318,819.039,mouse2,1129.333,790.781
1249,1005.375,818.83,mouse2,1130.324,791.092
1250,1004.964,818.303,mouse2,1130.886,792.711
1251,1003.178,818.077,mouse2,1130.27,790.972
1252,1000.525,815.546,mouse2,1128.851,791.512
1253,1000.486,814.391,mouse2,1130.78,790.729
1254,1000.503,815.167,mouse2,1126.408,792.451
1255,999.198,813.801,mouse2,1127.164,791.704
1256,998.19,811.553,mouse2,1127.843,791.54
1257,1004.576,815.526,mouse2,1129.766,791.219
1258,1005.906,814.633,mouse2,1129.979,791.152
1259,1004.654,814.473,mouse2,1129.799,791.674
1260,1002.986,813.005,mouse2,1127.918,792.777
1261,995.855,810.089,mouse2,1120.115,779.373
1262,994.95,805.898,mouse2,1127.883,790.959
1263,997.712,806.734,mouse2,1126.212,790.877
1264,997.366,807.699,mouse2,1127.756,794.114
1265,993.922,806.6,mouse2,1126.202,790.39
1266,993.542,808.312,mouse2,1125.763,792.01
1267,993.449,810.539,mouse2,1125.979,791.799
1268,994.067,814.514,mouse2,1125.685,791.646
1269,995.147,816.836,mouse2,1126.199,791.524
1270,995.553,816.286,mouse2,1126.346,795.751
1271,993.878,815.976,mouse2,1126.391,795.796
1272,993.45,813.403,mouse2,1124.418,795.968
1273,990.885,811.407,mouse2,1121.898,795.719
1274,986.224,797.215,mouse2,1119.055,790.703
1275,982.79,784.134,mouse2,1116.204,791.611
1276,977.8,775.772,mouse2,1111.789,782.213
1277,971.674,767.938,mouse2,1105.516,776.349
1278,967.454,758.746,mouse2,1099.478,774.882
1279,958.497,747.488,mouse2,1094.82,773.763
