,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,Heading_2_Szone,distance,approaching,EVT1,EVT2,EVT3
14996,304.2359924316406,811.9945678710938,304.2359924316406,811.9945678710938,else,,666.8776609121599,off,False,745.201259425976,True,,,
14997,303.0063171386719,810.737548828125,303.0063171386719,810.737548828125,else,,666.1584314702903,off,False,744.5373115159317,True,,,
14998,297.9293518066406,810.737548828125,297.9293518066406,810.737548828125,else,,668.0320788845969,off,False,746.5770134954549,False,,,
14999,296.0140686035156,810.737548828125,296.0140686035156,810.737548828125,else,,668.3106370654135,off,False,747.3540038474569,False,,,
15000,295.9947509765625,811.7384033203125,295.9947509765625,811.7384033203125,else,,668.7609659182951,off,False,748.2762829388705,False,,,
15001,294.544921875,813.9531860351562,294.544921875,813.9531860351562,else,,671.3484138922269,off,False,750.8891916815234,False,,,
15002,291.17333984375,817.6705322265625,291.17333984375,817.6705322265625,else,,675.8391134715052,off,False,755.6582223763161,False,,,
15003,286.8975524902344,820.8304443359375,286.8975524902344,820.8304443359375,else,,680.3360015505592,off,False,760.2941320537323,False,,,
15004,279.4527282714844,825.0692138671875,279.4527282714844,825.0692138671875,else,,687.021231911078,off,False,767.2392340945643,False,,,
15005,271.7892150878906,827.9680786132812,271.7892150878906,827.9680786132812,else,,694.283831459905,off,False,773.0961327093751,False,,,
15006,266.6893920898437,828.122802734375,266.6893920898437,828.122802734375,else,,,,False,775.4146634247218,False,,,
15007,257.9373474121094,829.049072265625,257.9373474121094,829.049072265625,else,,,,False,780.0491394905564,False,,,
15008,248.6539306640625,829.9879150390625,248.6539306640625,829.9879150390625,else,,706.7446307942532,off,False,785.0038810723826,False,,,
15009,241.9973297119141,831.8198852539062,241.9973297119141,831.8198852539062,else,,711.1678694027726,off,False,789.6381087638955,False,,,
15010,237.57015991210935,835.3283081054688,237.57015991210935,835.3283081054688,else,,716.3486205049314,off,False,794.7758957300347,False,,,
15011,233.10220336914065,836.5833740234375,233.10220336914065,836.5833740234375,else,,,,False,797.9375859771353,False,,,
15012,231.1323089599609,836.7424926757812,231.1323089599609,836.7424926757812,else,,,,False,798.9864169167644,False,,,
15013,224.3965301513672,836.5833740234375,224.3965301513672,836.5833740234375,else,,,,False,801.9777830493632,False,,,
